Name,Address1,Address2,Area
ESB Depot,South Lotts Road,,Dublin 2
Ailesbury Private Nursing Home,58 Park Avenue,Sandymount,Dublin 4
Powerscourt Townhouse Café,Unit 20 Powerscourt Townhouse Centre,,Dublin 2
Hanley At the Bar,The Distillery Building,145 Church Street,Dublin 7
Centra,North King Street,,Dublin 7
Centra,Unit 1 & 2 Poppintree Parade,Ballymun,Dublin 11
Centra,6-8 la Touche Road,Bluebell,Dublin 12
Centra,McGoverns Corner,Cork Street,Dublin 8
Marsh Ireland Ltd,Marsh House,25-28 Adelaide Road,Dublin 2
Express Train Chinese Restaurant & Take Away,71 Thomas Street,,Dublin 8
Genting Take Away,143 Church Road,East Wall,Dublin 3
Sarah's,1 Shanliss Road,Santry,Dublin 9
Macari Take Away,84 Tyrconnell Road,Inchicore,Dublin 8
Darios Take Away Foods,55 Decies Road,Ballyfermot,Dublin 10
Sichuan House Chinese Restaurant,100A Parnell Street,,Dublin 1
Blackboard Bistro,No. 4 Clare Street,,Dublin 2
Day Hotel,Parkwest Business Campus,Nangor Road,Dublin 22
Rocca's Take Away,257 Crumlin Road,,Dublin 12
Bon Secours Hospital,Glasnevin,,Dublin 9
Civic Offices,Fishamble Street,Wood Quay,Dublin 8
Fresh,Unit 5 Block F Smithfield Village,,Dublin 7
Chuan Cai Restaurant,123 Capel Street,,Dublin 1
Centra,82 Shantalla Road,Beaumont,Dublin 9
Supervalu,Lorcan Avenue,Santry,Dublin 9
Porta Via Restaurant,180 Lower Rathmines Road,,Dublin 6
Supermacs,Hueston Station,,Dublin
Kelly Newsagents,20 Main Street,Chapelizod,Dublin 20
Calzone Café,63 South William Street,,Dublin 2
Lunch,4 Lombard Street,,Dublin 2
Millstone,39 Dame Street,,Dublin 2
Galway Hooker Bar,Heuston Station,,Dublin 8
Mizzonis Pizza & Pasta,35 Shanard Road,Santry,Dublin 9
Sisters Of Mercy (Convent),Eccles Street,,Dublin 7
Mater Misericordiae University Hospital (Public),Eccles Street,,Dublin 7
Café Conco,93 Terenure Road North,,Dublin 6
Bewleys Hotel,Merrion Road,Ballsbridge,Dublin 4
Sugar Loaf Bakery,Unit 1 Heuston Station,,Dublin 8
Nancy Hands Bar & Restaurant,30-32 Parkgate Street,,Dublin 8
Café Togo Bistro,Unit 22 Powerscourt Townhouse Centre,,Dublin 2
Mini Marche,144 Lower Rathmines Road,Rathmines,Dublin 6
Rupsha Indian Restaurant,49 Lower Dorset Street,,Dublin 1
McDonalds Artane Castle,Kilmore Road,,Dublin 5
McDonalds Coolock Retail Park,Malahide Road,,Dublin 5
McDonalds,Omni Park,Santry,Dublin 9
Crystal Boat Seafood Restaurant,Gallery Quay,Grand Canal Dock,Dublin 2
The Cake Café,Daintree Building Pleasants Place,,Dublin 8
Royal Tandoori Restaurant,95 Terenure Road North,Terenure,Dublin 6W
Shangri-La Malaysian Chinese Restaurant,16 Stoneybatter,,Dublin 7
Dublin Castle,Dame Street,,Dublin 2
 Londis Ballyfermot,3149 Ballyfermot Road,,Dublin 10
Pearse Bistro,77 Pearse Street,,Dublin 2
Fresh,1-4 Camden Street,,Dublin 2
Centra,3-4 Agnes Road,Crumlin,Dublin 12
Mace,1-4 Mayor Street,,Dublin 1
Borza Take Away,10 La Touche Road,Bluebell,Dublin 12
Welcome City,66 Upper Dorset Street,,Dublin 1
Cobblers Café,4 Leeson Lane,,Dublin 2
Milano Restaurant,38 Dawson Street,,Dublin 2
Milano Restaurant,19 East Essex Street,Temple Bar,Dublin 2
Milano Restaurant,2 Haddington Street,,Dublin 4
Milano Restaurant,Longboat Quay,Grand Canal Harbour,Dublin 2
Milano Restaurant,Excise Walk,Clarion Quay,Dublin 1
St. Clare's Home,Griffith Avenue,Glasnevin,Dublin 11
Fusco Café,37 Meath Street,,Dublin 8
McCabes Deli,37 Tara Street,,Dublin 1
Supermacs Restaurant,Lower O'Connell Street,,Dublin 1
East Coffee Chop,1st Floor Crows Pub,10 Merrion Road,Dublin 4
Millenium Chinese Take Away,Unit 7 Maple Centre,Navan Road,Dublin 7
Fusciardi Café,37 Upper Abbey Street,,Dublin 1
Sunrise Take Away,88 Manor Street,,Dublin 7
Louie's Bistro,20 Mountjoy Square,,Dublin 1
O'Shea's Merchant,12 Lower Bridge Street,,Dublin 8
Chicken Hut,Unit 4 Malpas Court,Clanbrassil Street,Dublin 8
Spice and Rice Take Away,Unit 2 Malpas Court,Lower Clanbrassil,Dubin 8
Smiths Bar,12 Fairview,,Dublin 3
The Yacht Restaurant,Clontarf Road,,Dublin 3
Café Corvo,322 Clontarf Road,Clontarf,Dublin 3
The Half Moon Crepe Co,5 Crown Alley,Temple Bar,Dublin 2
Beshoff,5 Vernon Avenue,Clontarf,Dublin 3
O'Briens Irish Sandwich Bar,Unit Trinity Plaza,Tara Street,Dublin 2
Autobahn,73 Glasnevin Avenue,,Dublin 11
Ardmore Hotel,Tolka Valley,,Dublin 11
FAS Training Centre,Poppintree Industrial Estate,Jamestown Road,Dublin 11
Embassy Grill,172 Pembroke Road,Ballsbridge,Dublin 4
Regent Palace,Unit 6 78 Walkinstown mall,Walkinstown Road,Dublin 12
Tolka House,Glasnevin Hill,,Dublin 9
Paddy Cullen's Pub,14 Merrion Road,Ballsbridge,Dublin 4
Woodstock Café,156 Phibsboro Road,Phibsboro,Dublin 7
Hin Keng / Clontarf Court Hotel,225 Clontarf Road,Clontarf,Dublin 3
Sunkist Take Away,113 Clonskeagh Road,,Dublin 6
Bombay Pantry,Clonskeagh Road,,Dublin 6
Alboschetto Restaurant,2 Merrion Road,Ballsbridge,Dublin 4
Scholars Restaurant,Mayor Street,IFSC,Dublin 1
Lennox Café Bistro,31 Lennox Street,,Dublin 8
Hemmingways,2a Merrion Road,Ballsbridge,Dublin 4
The Bad Ass Café,9-11 Crown Alley,,Dublin 2
Sans Sans Take Away,240 Swords Road,Santry,Dublin 9
Clarion Hotel,North Wall Quay,IFSC,Dublin 1
Washerwoman Restaurant,60 Glasnevin Hill,Glasnevin,Dublin 11
Oracle Corporation,Block I Eastpoint Business Park,,Dublin 3
Oracle Corporation,Block P5 Eastpoint Business Park,,Dublin 3
Wongs Chinese Restaurant,436 Clontarf Road,Clontarf,Dublin 3
Glenaulin Nursing Home,Lucan,Chapelizod,Dublin 20
The Chill Out Café,10a Merrion Road,Ballsbridge,Dublin 4
Baan Thai Restaurant,16 Merrion Road,Ballsbridge,Dublin 4
Cumiskeys,Blackhorse Avenue,,Dublin 7
Londis Manor Street,Units 1-2 Norseman Court,Manor Street,Dublin 7
Temple Bar Hotel,Fleet Street,,Dublin 2
Rotunda Hospital,Parnell Square,,Dublin 1
Starbucks Coffee Co.,1 College Green,,Dublin 2
Tillies Café,18 St. Gabriels Road,Clontarf,Dublin 3
Dragon Taste House,386 South Circular Road,,Dublin 8
The Morgan Hotel,10-12 Fleet Street,,Dublin 2
Gertrudes Café,3-4 Bedford Row,Temple Bar,Dublin 2
Forfas,Wilton Park House,Wilton Place,Dublin 2
Cherry Orchard Hospital,Ballyfermot,,Dublin 10
Centra,34 Lower Drumcondra Road,Drumcondra,Dublin 9
Arbour Hill Prison,Arbour Hill,,Dublin 7
Cloverhill Prison,Cloverhill Road,Clondalkin,Dublin 7
Dochas Centre,North Circular Road,,Dublin 7
Wheatfield Prison,Cloverhill Road,Clondalkin,Dublin 7
St. Patricks Training Unit,Glengarriff Parade,,Dublin 7
Nolan & Bennett,112A Lower Baggot Street,,Dublin 2
Mandarin House,179 Parnell Street,,Dublin 1
The National Gallery Café,Merrion Square West & Clare street,,Dublin 2
Hogan Stand,Croke Park Stadium,Jones Road,Dublin 3
New Park,138 Sundrive Road,Crumlin,Dublin 12
Spar,276 Glasnevin Avenue,,Dublin 11
The Club Restaurant,"3rd Floor, 158 Church Street",,Dublin 7
Passion Palace,23-25 Sundrive Road,Kimmage,Dublin 12
New Green Cottage,35 Ravensdale Park,Kimmage,Dublin 12
Soco Café,20 Capel Street,,Dublin 1
Pizza Max,25a Annamoe Terrace,Cabra,Dublin 7
Mr. Chan Take Away,36 Brookwood Rise,Artane,Dublin 5
Langkawi Malaysian Restaurant,46 Upper Baggot Street,,Dublin 4
Terenure College,Templeogue Road,,Dublin 6W
The Townhouse Hotel,47-48 Lower Gardiner Street,,Dublin 1
Dada Restaurant,45 South William Street,,Dublin 2
St. Anthony's House,"St. Laurence Road, Church Grounds",Clontarf,Dublin 3
Addison Lodge,Botanic Road,Glasnevin,Dublin 9
Matt The Rashers,27 Sundrive Road,Kimmage,Dublin 12
Howards Way,8 Orwell Road,Rathgar,Dublin 5
The Black Lion,207A Emmel Road,Inchicore,Dublin 12
Dublin Castle Café,Lower Castle Yard,Dame Street,Dublin 2
Peckish Café,37 Aungier Street,,Dublin 2
McDonalds,Unit 17 Swords Plaza,Swords,Co. Dublin
Pickles Deli,48E Sundrive Road,Kimmage,Dublin 12
Spar,Unit 5 Maple Shopping Centre,Navan Road,Dublin 7
Hell,36 Wexford Street,,Dublin 2
Shirley House,50 Sundrive Road,Kimmage,Dublin 12
Piccolo,4 Essex Quay,,Dublin 8
Ely,22 Ely Place,,Dublin 2
The Village,26 Wexford Street,,Dublin 2
Conduit Limited,"Conduit House, East Point Business Park",,Dublin 3
Dr Steevens Hospital(Facilities Dept),St. Johns Road West,,Dublin 8
Bu Ali Tandoori,28 Clanbrassil Street Lower,,Dublin 8
Starry Night Chinese Restaurant,109B Pearse Street,,Dublin 2
Mace,Ground Floor St Patricks Court,Clanbrassil Street,Dublin 8
McDonalds,Kylemore Road,Ballyfermot,Dublin 12
Luigis Take Away,27 Ravensdale Park,Kimmage,Dublin 12
Mace,85 Glasnevin Avenue,,Dublin 11
Spar,176 South Circular Road,,Dublin 8
Gourmet Burger Kitchen,5 South Anne Street,,Dublin 2
Gourmet Burger Kitchen,14 South William Street,,Dublin 2
Michie Sushi,11 Chelmsford Lane,Ranelagh,Dublin 6
Rays Pizza,2 Fownes StreetUpper,Temple Bar,Dublin 2
Halong Chinese Take Away,66 Ballybough Road,,Dublin 3
Kenna's Centra,68 Fassaugh Avenue,Cabra,Dublin 7
Morton's Supermarket,15-21 Dunville Avenue,Ranelagh,Dublin 6
Indian Tandoori,76 Dame Street,,Dublin 2
Spar,625-627 South Circular Road,Kilmainham,Dublin 8
Bel Cibo,Unit 11 Block a Smithfield Market,Smithfield,Dublin 7
Brownes,18 Sandymount Green,Sandymount,Dublin 4
Del-licious,3 Lisle Road,Crumlin Village,Dublin 12
Caffe Parigi,17-19 Sir John Rogerson's Quay,,Dublin 2
Eatery,120 Ranelagh,,Dublin 6
Zupa Food Bar,Unit 5 The Epicurean Foodhall,Liffey Street,Dublin 1
Jo Burger,137 Rathmines Road Lower,Rathmines,Dublin 6
KBC Bank,Sandwith Street,,Dublin 2
Kruz Diner,89 Swords Road,Whitehall,Dublin 9
Londis Chancery hall,North King Street,,Dublin 7
Pizza Hut Delivery,244 Clontarf Road,,Dublin 3
Macari,115 Ballygall Road West,,Dublin 11
Little Chip,130 Sycamore Road,,Dublin 11
Macari,Ballymun Shopping Centre,Ballymun,Dublin 9
The Russell Court Hotel,21-25 Harcourt Street,,Dublin 2
Angel Park Eatery,5 Lower Mount Street,,Dublin 2
Fitz Deli,18A Fitzgibbon Street,,Dublin 1
Silk Road Café,Chester Beatty Library,Dublin Castle,Dublin 2
Roma Take Away & Pizzeria,82 Upper Drumcondra Road,Drumcondra,Dublin 9
O'Donoghues Pub,15 Suffolk Street,,Dublin 1
Ri Ri's,34A Parkgate Street,,Dublin 7
Bamboo House Chinese Take-Away,Unit 7 Le Fanu Shopping Cnetre,Ballyfermot,Dublin 10
Orient Express,Unit 10 Kilbarrack S.C.,,Dublion 5
Fas Training Centre,Bannow Road,Cabra,Dublin 7
Subway,Custom House Square,IFSC,Dublin 1
Elbahia Restaurant,37 Wicklow Street,,Dublin 2
Spar,111 Reubens Square,Dolphins Barn,Dublin 8
Centra,167 Upper Rathmines Road,Rathmines,Dublin 6
Four Star Pizza,645 South Circular Road,,Dublin 8
Ocean Gardens Chinese Take Away,253 Crumlin Road,Crumlin,Dublin 12
Moloughneys,9 Vernon Avenue,Clontarf,Dublin 9
Ryans Public House,92 Lower Camden Street,,Dublin 2
Jurys Inns,Custom House Quay,,Dublin 1
Dublin Institute Of Technology,Bolton Street,,Dublin 1
Hobarts @ Ranelagh,55 Ranelagh Village,Ranelagh,Dublin 6
Franks Kitchen,72 Main Street,Clongriffin,Dublin 13
The Aberdeen Chinese Take Away,6 St. Pappins Road,Glasnevin,Dublin 9
Hanoi Tower,203 Decies Road,Ballyfermot,Dublin 10
Itsa Bagel,6a Sandymount Green,Sandymount,Dublin 4
Capuchin Day Centre,29 Bow Street,,Dublin 7
Spar,Malahide Road,Coolock,Dublin 5
Spar,E Block Castleforbes Road,,Dublin 1
Café Guanara,14 Terenure Road West,Terenure,Dublin 6w
Kilbarrack Convenience,Kilbarrack Shopping Centre,Kilbarrack,Co. Dubin
Café Crepe,15 Leinster Street South,,Dublin 2
O'Connells Restaurant Ballsbridge Ltd,The D4 Berkeley Hotel,Lansdowne Road,Dublin 4
Meath Community Unit,1-9 Heytesbury Street,,Dublin 8
Costcutter North Strand,Unit C & D,149 North Strand Road,Dublin 3
King Charlie's Malaysian & Chinese Restaurant,15 Dame Street,,Dublin 2
Bejing Restaurant,74 Talbot Street,,Dublin 1
Shelbourne Park Stadium,South Lotts Road,,Dublin 4
B. Borza,284 Ballyfermot Road,,Dublin 10
KFC Parnell,Unit 1 Greggs Court,Parnell Street,Dublin 1
Sammy's,13 Wexford Street,,Dublin 2
Rocket Foods,Floor 4 Block 8 Belfield Office Park,Clonskeagh,Dublin 14
AIB Bank Centre,Ballsbridge,,Dublin 4
Discovery Centre Community Centre,Village Centre,Darndale,Dublin 17
Spicy Bite,Unit 1 Moore Street Mall,Moore Street,Dublin 1
Stop & Shop,39 Ravensdale Park,Kimmage,Dublin 12
Kungfu Buffet,Unit 2 Phibsboro Shopping Centre,Phibsboro,Dublin 7
Dillinger's Restaurant,47 Ranelagh Village,Ranelagh,Dublin 6
Panem,21 Lower Ormond Quay,,Dublin 1
Punjab Karahi House,Unit 3 Moore Street Mall,Moore Street,Dublin 1
ACC Bank,2 Charlemont Place,,Dublin 2
Gala Express,20 Crumlin Road,,Dublin 12
Kokoro Sushi Bento,19 Lower Liffey Street,,Dublin 1
Matt Weldon,125 Ballymun Road,,Dublin 9
Royal Taste of Africa,Moore Street Mall,Moore Street,Dublin 1
Spar,2 Mornington Park,Artane,Dublin 5
Smock Alley Café,Essex Street West,,Dublin 8
Spar,130 Pearse Street,,Dublin 2
Grafton Capital Hotel,Lower Stephen Street,,Dublin 2
Beshoff Bros,75 Mespil Road,,Dublin 4
The Stoneboat Pub,35-37 Sundrive road,Kimmage,Dublin 12
At Uncles,Unit C4 Block C Moore Street Mall,58-66 Parnell Street,Dublin 1
Big Bite,112 Sundrive Road,Kimmage,Dublin 12
Raluca's Café,Park House,North Circular Road,Dublin 7
Mr Perri Take Away,Ashley House 9 Main Street,,Dublin 9
Just Off Francis,78 Thomas Street,,Dublin 8
Rico's Take Away,43 Meath Street,,Dublin 8
St Marys Centre (Telford) Ltd,185-201 Merrion Road,,Dublin 4
Maguire's Centra,Unit 7 Town Centre,Finglas,Dublin 11
Bombay To Go,19 Prospect Road,,Dublin 9
Houricans,7 Lower Leeson Street,,Dublin 2
Far East Restaurant,339 Ballyfermot Road,Ballyfermot,Dublin 10
Halal Favourite Fried Chicken,86 Summer Hill,,Dublin 1
Top Yummy  Chinese Take Away,281 Richmond Road,Fairview,Dublin 3
Superfillings,77 Pearse Street,,Dublin 2
OSG Outsource Sevices Group Ltd,"Merrion Hall, Strand Road",Sandymount,Dublin 4
Red Herring Restaurant,3 Crown Alley,Temple Bar,Dublin 2
Astropark Sports Bar,Coolock Lane,,Dublin 17
Abbey Café,16 Mary's Abbey,,Dublin 7
"Allianz House, Elm Park",Merrion Road,,Dublin 4
Dublin Bus,Earl Place,,Dublin 1
College Of Anaesthetists,22 Merrion Square,,Dublin 2
Tara Towers Hotel,Merrion Road,,Dublin 4
Centre Harolds Cross (MLCM Ltd),197 Harolds Cross Road,Harolds Cross,Dublin 6
Lido Take Away,135 Pearse Street,,Dublin 2
FAS Training Centre,Ballyfermot Hill,Ballyfermot,Dublin 10
Red Chilli,52 Bulfin Road,Inchicore,Dublin 8
Mace,177 Lower Kimmage Road,,Dublin 12
The D4 Berkeley Hotel,Lansdowne Road,,Dublin 4
Queen of Tarts,4 Cork Hill,Dame Street,Dublin 2
Caritas Convalescent Centre,Merrion Road,,Dublin 4
Munchies,Eastpoint Business Park,,Dublin 3
Chief Changs Buffet,Unit 2A St Stephen's Green Shopping Centre,,Dublin 2
Chief Changs Buffet,Unit 72 Omni Park Shopping Centre,Santry,Dublin 9
The Country Kitchen,3 Prussia Street,,Dublin 7
Grand Canal Theatre,Grand Canal Sq,,Dublin 2
Reza Khalili,27 Clanbrassil Street,,Dublin 8
Charlies 5,17-18 Wexford Street,,Dublin 2
Extreme Pizza,1 Upper Rathmines Road,,Dublin 6
James Joyce's Pub,52 Middle Abbey Street,,Dublin 1
T & Q Café Shop,21B Hill Street,,Dublin 1
Boojum Mexican Grill,Unti 3 Jervis House,Millenium Walk,Dublin 1
China Kitchen,112 Collins Avenue,Donneycarney,Dublin 9
Oliver's at O'Briens,8/9 Sussex Terrace,,Dublin 2
Brú Choaimhin,Cork Street,,Dublin 8
The Beggars Bush,115 Haddington Road,Ballsbridge,Dublin 4
Khans Balti House,51 Donnybrook Road,Donnybrook,Dublin 4
Munchies,14 Upper Drumcondra Road,Drumcondra,Dublin 9
Chartered Accountants Ireland,Chartered Accountants House,47-49 Pearse Street,Dublin 2
Clarkes Bakery,52-54 Cabra Road,Cabra,Dublin 7
Juniors Deli & Café,2 Bath Avenue,Sandymount,Dublin 4
Fine Rice Chinese Take Away,201A Tyrconnell Road,Inchicore,Dublin 8
Isola Mia Restaurant,24A Erne Street,,Dublin 2
Breakfast Club,51 Ranelagh Village,,Dublin 6
Murphys Pub,93-95 Upper Rathmines Road,Rathmines,Dublin 6
Catch Twenty 2 Restaurant,Hollybrook Park,Clontarf,Dublin 3
Urban Picnic,30-31 Georges Arcade,South Great Georges Street,Dublin 2
Mantraa,132 Lower Baggot Street,,Dublin 2
Sushi King,146 Lower Baggot Street,,Dublin 2
Sushi King,56 Camden Street,Grantham House,Dublin 2
Bottega Toffoli,34 Castle Street,,Dublin 2
Soup Dragon,168 Capel Street,,Dublin 1
Jaipur,41-46 South Great Georges Street,,Dublin 2
Bakers Pub,47-48 Thomas Street,,Dublin 8
Centra Quick Stop,36 Upper O'Connell Street,,Dublin 1
The Ormond Wine Bar,6 Upper Ormond Quay,,Dublin 7
Flanagans Restaurant,61 Upper O'Connell Street,,Dublin 1
Mace,20 St Gabriels Road,,Dublin 3
Mizzoni Pizza & Pasta Co Ltd,35 Shanard Road,Santry,Dublin 9
Good View Take Away,20 Bridge Street,Ringsend,Dublin 4
Donnybrook Fair @ D4 Hotels,Lansdowne Road,Ballsbridge,Dublin 4
Mortons,Vaults 5 & 6 Station Building,Hatch Street,Dublin 2
Calor Gas,Long Mile Road,,Dublin 12
Er Buchetto Caffe,71 Ranelagh Village,,Dublin 6
"Fitzsimons, Glasnevin",22-24 Botanic Road,Glasnevin,Dublin 11
Mount Herbert Hotel,Herbert Road,Lansdowne Road,Dublin 4
Ariel House,50-54 Lansdowne Road,Ballbridge,Dublin 4
The Chili Club,1 Anne's Lane,South Anne Street,Dublin 2
D4 Deli,21 Irishtown Road,,Dublin 4
Unicorn Restaurant,12B Merrion Court,Merrion Row,Dublin 2
Rose Garden Chinese Restaurant,"1st Floor Bottom of the Hill Pub, 34 Main Street",Finglas Village,Dublin 11
Indian Signature,"Unit 3, Coombe House",The Coombe,Dublin 8
State Street International (Ireland) Limited,78 Sir John Rogerson's Quay,,Dublin 2
Texaco Spar,Dornden Service Station,Merrion Road,Dublin 4
Texaco Spar,290 Merrion Road,,Dublin 4
Bellville Community Unit,129 South Circular Road,,Dublin 8
Joe's Diner,124 Emmet Road,Inchicore,Dublin 8
Maia,47 Shelbourne Road,Ballsbridge,Dublin 4
Eataly,66A Glasnevin Hill,,Dublin 9
The Criminal Courts of Justice,Parkgate Street,,Dublin 8
Jamaal 5 in 1 Takeaway,"Unit 2, 124 Emmet Road",Inchicore,Dublin 8
Burritto's & Blues,2 Wexford Street,,Dublin 2
Il Divo,2-6 Terenure Road East,Rathgar,Dublin 6
New Lucky Dragon Take Away,70 Fassaugh Ave,Cabra,Dublin 7
AMPM,15 Harold Cross Bridge,,Dublin 6W
Spar,20 Dame St,,Dublin 2
Indian Curry Club,27/28 Kilbarrack Shopping Centre,,Dublin 5
Camile Thai,5 Dolphins Barn Road,,Dublin 8
Milk and Honey Café,68 Aungier Street,,Dublin 2
Blue Mountains Café,185 Townsend Street,,Dublin 2
Food & News,55 Shelbourne Road,Ballsbridge,Dublin 4
The Temple Bar,47/48 Temple Bar,,Dublin 2
Tir na nÓg Caife,"Red Stables, St Anne's Park",Mount Prospect Avenue,Dublin 3
The Rising Phoenix,Cumiskeys Pub,Blackhoorse Avenue,Dublin 7
Sunnybank Hotel,68 Botanic Road,Glasnevin,Dublin 9
Cinnamon Café,52 St Brigids Road,Artane,Dublin 5
Manifesto Restaurant,208 Lower Rathmines Road,Rathmines,Dublin 6
Buffalo 19,288 Harolds Cross Road,Harolds Cross,Dublin 6W
La Dolce Vita,"Unit 5 Music Hall, Cows Lane",Temple Bar,Dublin 2
Butlers Town House,44 Lansdowne Road,Ballsbridge,Dublin 4
Grafton Lounge,Unit 2 Royal Hibernian Way,Dawson Street,Dublin 2
XL Stop,147-148 Church Road,East Wall,Dublin 3
Elixir,15 Capel Street,,Dublin 1
Harbour Master,Custom House Dock,,Dublin 1
Metzo Bar & Restaurant,C/o Travelodge,Shangan Road,Dublin 9
Gilli Café,24 Maltings Business Park,Marrowbone Lane,Dublin 8
Bobo's Burgers,22 Wexford Street,,Dublin 2
Mayfield Deli & Eatery,7 Terenure Road North,,Dublin 6W
Mamma Mia,2 Grafton Street,,Dublin 2
Fusion Bistro,82 Irishtown Road,,Dublin 4
The Charles Stewart Accommodation,5-6 Parnell Square,,Dublin 1
Rote Su Kont Thai Restaurant,68-70 Botanic Road,Glasnevin,Dublin 9
GE Money,31-36 Golden Lane,,Dublin 8
Seanchara Community unit,St. Canices Road,Glasnevin,Dublin 11
Camden Kitchen,3A Camden Market,,Dublin 8
Pan Asian Restaurant,Unit 1 Victoria House,Haddington Road,Dublin 4
The Bagel Bar,Unit 5A Clarion Walk,IFSC,Dublin 1
The Royal Hospital Donnybrook,Broomfield Avenue,,Dublin 4
Taj Mahal Tandoori,32 Parliament Street,,Dublin 2
Bombay Spice,404 South Circular Road,,Dublin 8
AA Chinese Take Away,37 Upper Rathmines Road,Rathmines,Dublin 6
Giulio's Takeaway,Unit 5 Edenmore S.C.,Raheny,Dublin 5
Subway,47 Nassau Street,,Dublin 2
Khyber Village,Unit 6 Dolphins Barn,,Dublin 8
Smyths,10 Haddington Road,,Dublin 4
Favourite Fried Chicken,82B Lower Dorset Street,,Dublin 1
Ocean Bar,Millenium Tower,Charlotte Quay Dock,Dublin 4
Rosie O'Gradys,282 Harolds Cross Road,,Dublin 6w
Little Bites,"The Novum Building, Clonshaugh Industrial Estate",Coolock,Dublin 17
Stop 2 Shop,erton Road,Crumlin,Dublin 12
Botanic Food Fare,212 Botanic Avenue,,Dublin 9
Richmond Service Station,Richmond Road,Ballybough,Dublin 3
Martello Service Station,Strand Road,Sandymount,Dublin 4
Bull Service Station,232 Clontarf Road,Clontarf,Dublin 3
Belmont Service Station,126 Sandford Road,Ranelagh,Dublin 6
Artane Service Station,Malahide road,Artane,Dublin 5
Mizzoni Pizza & Pasta,121a Upper Dorset Street,,Dublin 1
Central Café,195 Parnell Street,,Dublin 1
The Old Mill Restaurant,10-12 Temple Bar Square,,Dublin 2
Taste of Emilia,1 Lower Liffey Street,,Dublin 1
Wok in a Box,107 Parnell Street,,Dublin 1
Vaughan's Eatery,105-107 Terenure Road North,,Dublin 6W
The Gibson Hotel,The Point Village,,Dublin 1
Nico's Takeaway,8 Lisle Road,Crumlin Village,Dublin 12
Violet Hill Service Station,Finglas Rd,Glasnevin,Dublin 11
Nevin Service Station,Ballymun Road,Ballymun,Dublin 9
Sundrive Service Station,Lower Kimmage Road,Kimmage,Dublin 6
Manor Service Station,St Peter's Road,Walkinstown,Dublin 12
Grosvenor Service Station,Grosvenor Road,Rathmines,Dublin 6
Spar,133 Galtymore Road,,Dublin 12
Topaz Service Station,Dublin Port,Bond Drive,Dublin 3
Topaz Service Station,Omni Park S.C.,Santry,Dublin 9
Topaz Service Station,Howth Road,Killester,Dublin 5
Topaz Service Station,Elm Park,Merrion Road,Dublin 4
Topaz Service Station,Finglas Road,Glasnevin,Dublin 11
Topaz Service Station,"May Park, Malahide Road",Artane,Dublin 5
Topaz Service Station,146 New Cabra Road,Cabra,Dublin 7
Tante Zoes Limited,1 Crow Street,Temple Bar,Dublin 2
Ming Hao Takeaway,"Unit 1, Malpas Court, Clanbrassil Street Lower",,Dublin 8
HSBC Security Services Ireland Limited,1 Grand Canal Square,,Dublin 2
The Mermaid Café,69 Dame Street,,Dublin 2
Grace's Bar,2-5 Rathgar Road,Rathmines,Dublin 6
The Mercantile Hotel,28 Dame Street,,Dublin 2
Pizza Hut Delivery,10 Terenure Road East,Rathgar,Dublin 6
The Green Hen,33 Exchequer St,,Dublin 2
Pichet Restaurant,14-15 Trinity Street,,Dublin 2
Frankies Steakhouse and Bar,40 Temple Bar Square,,Dublin 2
"Fitzers, Marco Pierre White",51A Dawson Street,,Dublin 2
Village Café,170 Lower Rathmines Road,,Dublin 6
Pablo Picante,131 Baggot Street,,Dublin 2
Rea's Bistro,Unit 7a Sundrive Shopping Centre,Kimmage,Dublin 12
Spar,"2 Goldstone Court, Clogher Road",Crumlin,Dublin 12
Café Irie,11 Lower Fownes Street,Temple Bar,Dublin 2
Chef City,515A North Circular Road,,Dublin 1
Iskanders,29/30 Dame Street,,Dublin 2
Kanum Thai (Rathgar),16 Orwell Road,Rathgar,Dublin 6
Maloti Indian Restaurant,34 South William Street,,Dublin 2
Spar,Stiles Road,,Dublin 3
Noshington,186 South circular Road,,Dublin 8
Ricks,24 Dame Street,,Dublin 2
Lemon Jelly - The Stage Door Café,10b-11 East Essex Street,Temple Bar,Dublin 2
Kinara Kitchen,17 Ranelagh Village,,Dublin 6
The Dark Horse,1-2 Georges Quay,,Dublin 2
Proton House Restaurant,101 Dorset Street Upper,,Dublin 1
Joy of Cha,10 East Essex Street,Temple Bar,Dublin 2
Spar,33 Ashtown Grove,Navan Road,Dublin 7
Elm Park Golf & Sports Club,Nutley Lane,Donnybrook,Dublin 4
Salamanca,1 Andrew Street,,Dublin 2
Gonzaga College,Sandford Road,Ranelagh,Dublin 6
Munchies,1-3 South William Street,,Dublin 2
Roast Restaurant,10a Merrion Road,Ballsbridge,Dublin 4
The Black Forge Pub,163 Drimnagh Road,Drimnagh,Dublin 12
Spar,15 Claddagh Green,,Dublin 10
Spar,1 Bertram Court,"Old Market, Christchurch",Dublin 8
Valentino's,7 Fitzmaurice Road,Ballygall Road East,Dublin 11
Alfie's,10 South William Street,,Dublin 2
Busy Bean Café,"Unit 3, Joyces Walk",Talbot Street,Dublin 1
Fitzroy & Flinders,"Unit 15, The Swan Centre",Rathmines,Dublin 6
Little Jerusalem,3 Wynnfield Road,Rathmines,Dublin 6
Spar,239 Swords Roads,Santry,Dublin
Residence,41 St Stephens Green,,Dublin 2
Café to Go,3 Reuben Plaza,Rialto,Dublin 8
